date,symbol,open,high,low,close,volume,number_of_bars,number_of_valid_returns,realized_variance,daily_log_return,complete,realized_volatility,realized_volatility_percent
2020-05-08,BTCUSDT,9986.3,10035.96,9705.0,9800.01,100683.7964,288,288,0.0011462666822645736,-0.018840761270535997,True,0.0338565604021521,3.38565604021521
2020-05-09,BTCUSDT,9800.02,9914.25,9520.0,9539.4,81950.679567,288,288,0.0009513323721404972,-0.026952815683587334,True,0.03084367637199718,3.084367637199718
2020-05-10,BTCUSDT,9539.1,9574.83,8117.0,8722.77,183865.182028,288,288,0.01263396174144396,-0.08949374237266468,True,0.11240089742276954,11.240089742276954
2020-05-11,BTCUSDT,8722.77,9168.0,8200.0,8561.52,168807.251832,288,288,0.0061859503499759345,-0.018659103544511883,True,0.07865081277377835,7.8650812773778345
2020-05-12,BTCUSDT,8562.04,8978.26,8528.78,8810.79,86522.780066,288,288,0.001513567805880954,0.028699362273097506,True,0.03890459877547838,3.8904598775478383
2020-05-13,BTCUSDT,8810.99,9398.0,8792.99,9309.37,92466.274018,288,288,0.0009739250823904413,0.05504431306987733,True,0.031207772788048194,3.1207772788048196
2020-05-14,BTCUSDT,9309.35,9939.0,9256.76,9791.98,129565.37747,288,288,0.0021547249539770005,0.05054226345784299,True,0.04641901500438156,4.641901500438156
2020-05-15,BTCUSDT,9791.97,9845.62,9150.0,9316.42,115890.761516,288,288,0.0023638706738925075,-0.04978524855144869,True,0.04861965316507829,4.861965316507829
2020-05-16,BTCUSDT,9315.96,9588.0,9220.0,9381.27,59587.627862,288,288,0.0009586779039219688,0.006936713576644978,True,0.030962524185246407,3.0962524185246405
2020-05-17,BTCUSDT,9380.81,9888.0,9322.1,9680.04,68647.764323,288,288,0.0008382517456070704,0.03135088520193305,True,0.0289525775295926,2.89525775295926
2020-05-18,BTCUSDT,9681.11,9950.0,9464.23,9733.93,82006.603583,288,288,0.0011515250228381789,0.00555168658578474,True,0.03393412770115329,3.393412770115329
2020-05-19,BTCUSDT,9733.93,9897.21,9474.0,9775.53,78539.760454,288,288,0.001118358353703566,0.004264604253293308,True,0.03344186528445395,3.3441865284453947
2020-05-20,BTCUSDT,9775.13,9842.0,9326.0,9511.43,74923.73809,288,288,0.0010065189128121493,-0.027388091063623173,True,0.0317256822276866,3.1725682227686596
2020-05-21,BTCUSDT,9511.43,9578.47,8815.0,9068.65,108928.780969,288,288,0.0014131924254812374,-0.04767082257525784,True,0.03759245170883694,3.759245170883694
2020-05-22,BTCUSDT,9067.51,9271.0,8933.52,9170.0,58943.131024,288,288,0.0008209718204252989,0.011113875556823456,True,0.02865260582260013,2.8652605822600132
2020-05-23,BTCUSDT,9170.0,9307.85,9070.0,9179.15,43526.296966,288,288,0.0004402987258851071,0.0009973214844745493,True,0.020983296354126706,2.0983296354126706
2020-05-24,BTCUSDT,9179.01,9298.0,8700.0,8720.34,70379.86645,288,288,0.0011594405033402483,-0.05127637976639278,True,0.03405055804741309,3.405055804741309
2020-05-25,BTCUSDT,8718.14,8979.66,8642.72,8900.35,62833.910949,288,288,0.0008390747207381656,0.02043237382109726,True,0.02896678651038402,2.896678651038402
2020-05-26,BTCUSDT,8900.35,9017.67,8700.0,8841.18,58299.770138,288,288,0.0006097918695763216,-0.006670249903320667,True,0.0246939642337216,2.46939642337216
2020-05-27,BTCUSDT,8841.0,9225.0,8811.73,9204.07,68910.355514,288,288,0.0006998085948234151,0.040225425628930084,True,0.026453895645507774,2.6453895645507775
2020-05-28,BTCUSDT,9204.07,9625.47,9110.0,9575.89,74110.787662,288,288,0.0006071224252571978,0.039602703605574455,True,0.02463985440819807,2.463985440819807
2020-05-29,BTCUSDT,9575.87,9605.26,9330.0,9427.07,57374.362961,288,288,0.0006564299405319103,-0.015663143272285227,True,0.0256208887537476,2.56208887537476
2020-05-30,BTCUSDT,9426.6,9740.0,9331.23,9697.72,55665.27254,288,288,0.0007789672237264364,0.028305468467553,True,0.027909984301794876,2.7909984301794877
2020-05-31,BTCUSDT,9697.72,9700.0,9381.41,9448.27,48333.786403,288,288,0.000565870348010663,-0.02605915037055292,True,0.023788029510883473,2.3788029510883475
2020-06-01,BTCUSDT,9448.27,10380.0,9421.67,10200.77,76649.12696,288,288,0.0012292540288081457,0.07663155167361417,True,0.035060719171291194,3.5060719171291193
2020-06-02,BTCUSDT,10202.71,10228.99,9266.0,9518.04,108970.773151,288,288,0.004531480512287054,-0.06927426238341113,True,0.06731627226969014,6.731627226969014
2020-06-03,BTCUSDT,9518.02,9690.0,9365.21,9666.24,46252.644939,288,288,0.000359406443869755,0.015450457159571093,True,0.018958017930937692,1.8958017930937692
2020-06-04,BTCUSDT,9666.32,9881.63,9450.0,9789.06,57456.100969,288,288,0.0006289758717119928,0.012626033176125538,True,0.025079391374433168,2.5079391374433166
2020-06-05,BTCUSDT,9788.14,9854.75,9581.0,9621.16,47788.05005,288,288,0.0005257002328295478,-0.01730059606058916,True,0.022928153716109543,2.2928153716109545
2020-06-06,BTCUSDT,9621.17,9735.0,9531.05,9666.3,32752.950893,288,288,0.0002675575190559098,0.004680770035724903,True,0.01635718554812868,1.635718554812868
2020-06-07,BTCUSDT,9666.85,9802.0,9372.46,9746.99,57952.848385,288,288,0.000494174325755129,0.008312909833358823,True,0.02223003206824338,2.223003206824338
2020-06-08,BTCUSDT,9746.99,9800.0,9633.0,9782.01,40664.664125,288,288,0.00026542219214568003,0.0035864650046334946,True,0.016291782963987707,1.6291782963987707
2020-06-09,BTCUSDT,9782.0,9877.0,9570.0,9772.43,46024.001289,288,288,0.0006981322852822681,-0.0009798287004332165,True,0.026422193044527326,2.6422193044527327
2020-06-10,BTCUSDT,9772.44,9992.72,9704.18,9885.0,47130.762982,288,288,0.0005886895956888984,0.011453300920540883,True,0.024262926362846226,2.4262926362846224
2020-06-11,BTCUSDT,9885.22,9964.0,9113.0,9280.4,94418.98473,288,288,0.0016977731510415617,-0.06311380730512267,True,0.04120404289680275,4.120404289680275
