date,symbol,realized_variance,realized_volatility,target_log_variance,daily_log_variance,weekly_log_variance,monthly_log_variance
2025-06-01,BTCUSDT,0.0001598444888228,0.0126429620272644,-8.741309160232632,-8.420929418474135,-8.036459973703268,-7.917152629579157
2025-06-02,BTCUSDT,0.0002789687640959,0.0167023580399867,-8.184410739056041,-8.741309160232632,-8.197060771728534,-7.927897886650043
2025-06-03,BTCUSDT,0.0002415418505269,0.015541616728223,-8.32846780577809,-8.184410739056041,-8.16712707045139,-7.941099145091281
2025-06-04,BTCUSDT,0.0001654072687125,0.0128610757214387,-8.707099830073666,-8.32846780577809,-8.279876256380433,-7.993727411874914
2025-06-05,BTCUSDT,0.0005423655943613,0.0232887439412545,-7.519570255574739,-8.707099830073666,-8.476443390722912,-8.030884976924822
2025-06-06,BTCUSDT,0.0002378045039255,0.0154209112547075,-8.344061633914286,-7.519570255574739,-8.296171558143033,-7.9947366220192855
2025-06-07,BTCUSDT,0.0001171778594381,0.0108248722596681,-9.051817611311801,-8.344061633914286,-8.216722052879364,-8.023358980119779
2025-06-08,BTCUSDT,8.415903228219286e-05,0.0091738232096652,-9.382802307589072,-9.051817611311801,-8.390203427330515,-8.060106221628162
2025-06-09,BTCUSDT,0.0003460364166909,0.018602054098699,-7.968966537893267,-9.382802307589072,-8.601070327692712,-8.082712744935746
2025-06-10,BTCUSDT,0.0002967180718679,0.0172255064328453,-8.12272812295753,-7.968966537893267,-8.453443669256632,-8.085348291350908
2025-06-11,BTCUSDT,0.0002773015990314,0.0166523751768777,-8.190404838927865,-8.12272812295753,-8.57407524273319,-8.114984693065589
2025-06-12,BTCUSDT,0.0003611184965721,0.0190031180749933,-7.926304408140036,-8.190404838927865,-8.543343883735906,-8.150408120501071
2025-06-13,BTCUSDT,0.000654632911494,0.0255857951116253,-7.331435919901658,-7.926304408140036,-8.318241243101554,-8.196842795273044
2025-06-14,BTCUSDT,0.000116874063858,0.0108108308588208,-9.054413580158624,-7.331435919901658,-7.9079679655640716,-8.184935568110465
2025-06-15,BTCUSDT,0.0001295004100128,0.011379824691656,-8.951826510707686,-9.054413580158624,-8.125057374017143,-8.258343904754648
2025-06-16,BTCUSDT,0.0003003296581185,0.0173300218729967,-8.110629826218231,-8.951826510707686,-8.290877051567174,-8.293710675757248
2025-06-17,BTCUSDT,0.0004109443251871,0.0202717617682133,-7.797052814475696,-8.110629826218231,-8.274922049025246,-8.29022321382107
2025-06-18,BTCUSDT,0.0003836721271454,0.019587550309965,-7.8657222056606075,-7.797052814475696,-8.24907173029238,-8.267981898701239
2025-06-19,BTCUSDT,0.0001781726005367,0.0133481309754124,-8.632757811557997,-7.8657222056606075,-8.35592898744417,-8.264682673044616
2025-06-20,BTCUSDT,0.0003708961049828,0.0192586631151503,-7.899588575053124,-8.632757811557997,-8.271597833724044,-8.278258971504444
2025-06-21,BTCUSDT,0.0003468498940458,0.0186239065194659,-7.966618453608576,-7.899588575053124,-8.061150246593131,-8.284389276000821
2025-06-22,BTCUSDT,0.0009041914282136,0.0300697759920764,-7.0084694631159685,-7.966618453608576,-8.0323479720712,-8.295405380330244
2025-06-23,BTCUSDT,0.0007256765316882,0.0269383839843493,-7.228406191064608,-7.0084694631159685,-7.874631301799255,-8.23120265508669
